Temperatura;Humedad;VelViento;GDF;DiffusalF;Zona1
16.61;71.10;0.07;207.50;211.90;32093.16
16.50;71.00;0.07;172.20;174.50;32135.70
16.53;71.20;0.07;218.10;221.00;32512.41
16.55;71.30;0.07;210.80;215.00;32694.68
16.46;72.00;0.07;140.50;140.50;32785.82
16.43;71.90;0.07;123.10;121.80;32652.15
16.37;72.20;0.07;139.40;139.50;32998.48
16.37;72.20;0.07;115.50;116.90;33612.15
16.33;72.50;0.07;68.37;67.92;34450.63
16.21;73.20;0.07;63.08;64.50;35635.44
16.07;74.00;0.07;54.00;55.36;37828.86
15.96;74.30;0.07;43.09;44.21;40477.97
15.82;74.80;0.07;24.78;25.17;42094.18
15.73;75.30;0.07;18.11;18.41;42993.42
15.63;75.80;0.07;10.55;10.84;43406.58
15.52;76.30;0.07;4.88;5.06;43497.72
15.43;76.90;0.07;1.16;1.26;43752.91
15.34;77.50;0.07;0.27;0.31;43765.06
15.29;77.90;0.07;0.09;0.12;43789.37
15.24;78.00;0.07;0.04;0.09;43601.01
14.99;78.80;0.07;0.06;0.12;43418.73
14.77;79.30;0.07;0.04;0.11;43564.56
14.50;79.80;0.07;0.03;0.14;43558.48
14.27;80.60;0.07;0.05;0.08;43054.18
14.00;81.70;0.07;0.04;0.09;42641.01
13.86;82.30;0.07;0.06;0.09;42306.84
13.76;82.70;0.07;0.06;0.14;42707.85
13.65;83.30;0.07;0.05;0.13;43066.33
13.65;83.60;0.07;0.04;0.14;42798.99
13.57;83.50;0.07;0.06;0.09;42616.71
13.42;83.90;0.07;0.06;0.10;42270.38
13.32;84.20;0.07;0.03;0.10;41960.51
13.20;84.50;0.07;0.06;0.12;41407.59
13.09;84.90;0.07;0.06;0.09;41012.66
13.07;85.00;0.07;0.07;0.14;40295.70
13.00;85.10;0.07;0.04;0.12;39682.03
12.95;85.50;0.07;0.05;0.14;39116.96
12.97;85.60;0.07;0.06;0.11;38321.01
12.78;85.80;0.08;0.05;0.16;38290.63
12.94;86.50;0.08;0.06;0.11;37567.59
13.15;86.30;0.08;0.04;0.17;36850.63
13.15;86.40;0.09;0.05;0.16;36218.73
13.07;86.30;0.08;0.06;0.15;35744.81
13.12;86.70;0.08;0.06;0.12;34365.57
13.18;86.50;0.08;0.02;0.19;33715.44
13.27;86.50;0.09;0.07;0.14;32816.20
13.19;86.10;0.09;0.05;0.12;32026.33
13.22;86.00;0.09;0.03;0.15;31127.09
13.24;85.80;0.09;0.03;0.13;29869.37
13.32;85.50;0.08;0.04;0.11;29122.03
13.54;85.20;0.08;0.04;0.12;28654.18
13.56;84.60;0.09;0.04;0.15;28095.19
13.97;84.40;0.09;0.06;0.16;27609.11
14.27;82.30;0.09;0.05;0.11;27129.11
14.53;80.30;0.09;0.04;0.12;26302.78
14.68;77.90;0.09;0.07;0.13;25549.37
14.57;77.50;0.08;0.04;0.16;25087.59
14.28;78.80;0.09;0.05;0.14;24729.11
14.00;79.90;0.09;0.06;0.12;24273.42
13.91;80.70;0.09;0.07;0.16;24030.38
14.01;80.50;0.09;0.04;0.12;23854.18
14.31;79.80;0.09;0.06;0.12;23428.86
15.03;75.60;0.08;0.08;0.12;23258.73
15.45;68.83;0.08;0.05;0.12;23009.62
15.52;66.89;0.08;0.04;0.13;22839.49
15.84;64.55;0.08;0.07;0.09;22335.19
15.83;62.18;0.09;0.07;0.10;22122.53
16.10;60.55;0.08;0.06;0.12;22116.46
16.15;58.85;0.09;0.06;0.13;22037.47
16.62;55.64;0.09;0.03;0.15;22043.54
17.43;49.80;0.09;0.04;0.13;21952.41
17.63;45.39;0.09;0.04;0.13;22037.47
17.76;45.26;0.09;0.07;0.13;22043.54
18.11;41.89;0.09;0.04;0.15;21915.95
18.09;43.79;0.09;0.07;0.10;22043.54
17.45;49.93;0.09;0.04;0.10;21915.95
16.43;54.41;0.08;0.08;0.09;21952.41
16.37;55.27;0.09;0.02;0.09;21897.72
17.41;48.30;0.08;0.07;0.10;22146.84
16.83;53.17;0.08;0.07;0.17;22341.27
16.01;56.21;0.09;0.06;0.12;22201.52
15.75;57.38;0.08;0.03;0.14;22468.86
15.60;58.81;0.08;0.07;0.10;22517.47
15.45;60.31;0.08;0.08;0.12;22602.53
15.20;61.32;0.08;0.06;0.12;23653.67
15.18;61.48;0.08;0.10;0.12;24607.59
14.85;63.68;0.08;0.07;0.11;25093.67
14.63;64.52;0.08;0.06;0.16;25239.49
14.50;66.76;0.08;0.06;0.10;24844.56
13.96;70.80;0.08;0.07;0.17;24814.18
13.57;71.60;0.08;0.06;0.14;24218.73
13.62;71.90;0.08;0.08;0.18;23520.00
13.66;72.30;0.08;0.06;0.16;23392.41
13.68;72.20;0.09;0.07;0.15;22973.16
13.32;72.20;0.08;0.07;0.12;23100.76
12.72;73.80;0.09;0.07;0.15;22930.63
12.34;75.60;0.08;0.08;0.15;22766.58
12.04;77.80;0.08;0.08;0.18;23380.25
12.31;78.30;0.09;0.40;0.36;23714.43
12.53;76.00;0.09;1.59;1.62;24334.18
12.74;75.40;0.08;6.08;5.92;24850.63
12.69;74.10;0.08;19.55;18.25;25476.46
12.52;74.60;0.08;35.16;32.95;26114.43
12.12;75.50;0.09;30.79;28.88;26782.78
12.20;75.60;0.09;54.93;51.21;27663.80
12.01;76.40;0.08;115.10;107.30;27931.14
12.04;77.00;0.09;148.70;135.20;28629.87
12.30;76.60;0.09;152.10;131.80;29413.67
12.61;76.20;0.09;187.00;154.00;29845.06
12.62;75.30;0.08;134.10;118.80;30677.47
12.66;75.00;0.08;134.80;106.30;31436.96
12.84;72.50;0.08;127.20;109.20;31813.67
13.09;72.10;0.08;254.20;146.10;32348.35
13.33;71.00;0.08;138.10;93.60;32779.75
13.32;71.60;0.08;297.20;118.50;33314.43
13.53;71.50;0.09;209.00;115.90;33356.96
13.71;71.00;0.08;175.40;125.50;33514.94
13.95;67.96;0.08;209.60;152.50;33624.30
14.61;67.79;0.09;352.50;213.20;34152.91
15.05;68.42;0.09;402.80;234.20;34468.86
15.20;67.26;0.08;251.10;192.20;34481.01
15.15;66.32;0.09;153.10;155.30;34213.67
15.01;66.09;0.09;138.60;139.00;34487.09
15.03;66.66;0.09;147.90;144.20;34280.51
15.13;66.29;0.08;146.40;146.10;34341.27
15.28;66.26;0.09;137.10;139.80;34541.77
15.46;64.02;0.09;147.10;148.70;34584.30
15.70;62.05;0.09;144.70;142.80;34116.46
15.88;61.42;0.08;133.60;136.10;34377.72
16.02;60.98;0.08;102.60;104.60;34596.46
16.22;59.88;0.09;79.70;80.50;34833.42
16.44;58.88;0.08;125.10;123.00;34547.85
16.33;59.41;0.09;192.70;192.30;33909.87
16.44;62.05;0.08;226.10;225.70;33478.48
16.68;61.72;0.09;296.50;284.70;33028.86
17.13;58.44;0.09;303.80;291.80;32694.68
17.38;57.71;0.09;276.00;270.10;32658.23
17.68;56.88;0.09;407.30;402.20;32415.19
18.05;55.84;0.09;310.40;307.70;32238.99
17.96;55.81;0.09;184.80;188.90;32336.20
17.97;56.07;0.09;167.20;169.80;31935.19
17.92;56.17;0.09;158.10;161.30;31643.54
17.90;55.97;0.09;135.70;137.60;31631.39
17.94;56.21;0.09;142.90;144.80;31424.81
17.96;56.44;0.09;126.30;128.60;31625.32
17.91;57.71;0.09;115.90;118.20;31485.57
17.89;60.11;0.09;108.60;110.40;31619.24
17.87;61.18;0.09;113.00;114.60;31582.78
17.93;62.25;0.09;120.30;121.90;31910.89
18.04;62.38;0.09;185.70;195.70;31935.19
18.16;62.28;0.09;134.50;139.00;31692.15
18.17;62.15;0.09;77.30;80.40;31892.66
18.08;62.12;0.09;62.09;63.08;32718.99
18.01;62.15;0.09;57.72;58.64;33788.35
18.10;62.42;0.09;73.80;83.30;35775.19
18.15;61.88;0.08;68.07;77.20;38904.30
17.80;61.45;0.08;54.47;59.44;41304.30
17.53;63.02;0.08;36.92;37.57;42215.70
17.23;63.52;0.08;33.90;35.22;42452.66
17.00;63.02;0.08;12.18;12.52;42586.33
16.86;63.99;0.07;1.87;2.02;42306.84
16.59;64.85;0.08;0.53;0.63;42215.70
16.37;68.79;0.08;0.10;0.10;42167.09
15.84;72.30;0.07;0.07;0.11;42063.80
15.36;73.80;0.07;0.07;0.12;42124.56
14.99;74.80;0.07;0.07;0.12;42027.34
14.70;75.40;0.07;0.05;0.12;42100.25
14.41;75.60;0.07;0.04;0.15;42069.87
14.30;75.70;0.08;0.03;0.11;41863.29
14.07;75.40;0.07;0.03;0.10;41529.11
13.91;75.60;0.07;0.03;0.11;41674.94
13.41;75.80;0.07;0.05;0.11;41486.58
13.04;76.30;0.07;0.06;0.10;41577.72
12.94;77.00;0.07;0.03;0.16;41358.99
12.96;76.80;0.07;0.08;0.15;41006.58
12.92;76.70;0.07;0.06;0.11;40854.68
13.04;76.60;0.07;0.05;0.10;40386.84
12.97;75.90;0.08;0.06;0.13;40143.80
13.05;76.00;0.07;0.06;0.09;39736.71
13.00;77.20;0.09;0.07;0.12;39123.04
13.13;77.70;0.09;0.03;0.13;38406.08
13.20;78.00;0.08;0.05;0.13;38187.34
12.58;79.00;0.08;0.06;0.11;37464.30
12.50;81.00;0.08;0.08;0.09;37342.78
12.68;82.20;0.08;0.06;0.13;36382.78
13.06;81.80;0.08;0.08;0.16;35799.49
13.06;82.40;0.07;0.07;0.13;35289.11
13.24;82.00;0.08;0.07;0.11;34511.39
13.35;81.70;0.08;0.07;0.13;25300.25
13.32;81.90;0.08;0.05;0.13;28313.92
12.86;81.60;0.08;0.06;0.14;27542.28
12.44;83.30;0.08;0.04;0.12;26782.78
12.53;83.50;0.08;0.08;0.10;26321.01
12.35;83.70;0.08;0.06;0.14;27031.90
11.97;84.00;0.08;0.05;0.16;27268.86
11.59;85.10;0.08;0.07;0.15;27305.32
11.97;85.80;0.08;0.09;0.13;27177.72
11.97;85.30;0.09;0.07;0.13;23489.62
11.52;85.80;0.09;0.06;0.12;21192.91
11.66;86.50;0.09;0.07;0.16;20883.04
11.85;86.20;0.08;0.09;0.11;20129.62
11.04;87.30;0.08;0.06;0.16;19613.16
11.49;86.70;0.09;0.08;0.11;18975.19
11.26;86.70;0.08;0.06;0.09;18476.96
11.13;86.80;0.08;0.04;0.16;18161.01
10.62;86.80;0.08;0.06;0.13;17924.05
10.70;88.40;0.08;0.05;0.17;17808.61
10.94;87.90;0.08;0.07;0.12;17310.38
10.51;88.10;0.08;0.06;0.16;17298.23
10.29;88.40;0.08;0.07;0.10;17055.19
10.25;88.80;0.08;0.06;0.10;16727.09
10.31;89.10;0.08;0.05;0.13;16763.54
10.23;88.80;0.08;0.08;0.10;16392.91
10.38;88.90;0.08;0.04;0.13;16174.18
10.51;88.60;0.08;0.04;0.19;16107.34
10.20;87.90;0.08;0.04;0.11;16216.71
10.29;87.90;0.08;0.06;0.15;16374.68
10.34;88.00;0.08;0.05;0.16;16538.73
10.14;87.60;0.08;0.04;0.16;16070.89
9.72;88.30;0.08;0.05;0.13;15754.94
9.73;88.40;0.08;0.04;0.22;15761.01
9.75;88.40;0.08;0.07;0.12;15663.80
9.42;89.20;0.08;0.07;0.14;15663.80
9.57;89.40;0.08;0.05;0.16;15949.37
9.71;89.50;0.08;0.07;0.12;15846.08
10.23;89.70;0.08;0.07;0.16;16131.65
10.46;88.50;0.08;0.06;0.17;16368.61
10.49;88.10;0.09;0.04;0.13;16514.43
10.61;88.10;0.09;0.07;0.16;16921.52
10.68;87.60;0.08;0.05;0.13;17832.91
10.45;87.10;0.08;0.04;0.14;17784.30
10.26;86.90;0.08;0.06;0.15;17516.96
10.25;86.80;0.08;0.06;0.07;17383.29
10.36;86.60;0.08;0.04;0.16;16860.76
10.34;85.80;0.08;0.07;0.12;16398.99
10.12;86.00;0.08;0.07;0.13;15524.05
9.97;85.90;0.08;0.07;0.12;14612.66
9.85;86.20;0.08;0.06;0.13;14090.13
9.97;86.30;0.08;0.06;0.12;13895.70
9.91;85.90;0.08;0.08;0.11;13920.00
10.04;85.90;0.08;0.07;0.14;13932.15
10.07;85.70;0.08;0.09;0.13;14327.09
10.08;86.40;0.08;0.42;0.47;14557.97
10.08;86.20;0.08;1.77;1.75;15013.67
10.06;86.00;0.08;4.73;4.74;15572.66
10.05;86.30;0.08;11.08;10.97;16010.13
10.13;86.30;0.09;22.74;21.67;16599.49
10.04;86.50;0.09;47.95;44.58;17024.81
10.23;86.60;0.09;76.80;72.90;17395.44
10.22;86.30;0.09;66.63;61.99;17820.76
10.27;86.50;0.09;65.69;59.27;18519.49
10.43;86.70;0.09;124.00;111.80;19230.38
10.94;87.10;0.08;172.80;150.50;20275.44
11.55;86.10;0.08;199.40;161.80;20974.18
11.84;84.80;0.08;225.50;168.10;21569.62
12.22;84.80;0.08;255.20;175.40;22171.14
12.76;83.40;0.09;276.40;150.40;22614.68
13.42;82.10;0.08;298.60;153.60;23137.22
14.05;80.00;0.08;323.50;162.30;23586.84
14.51;77.70;0.08;343.00;170.70;24212.66
15.06;75.40;0.08;362.80;173.70;24510.38
15.87;73.60;0.09;383.60;161.20;24753.42
16.40;69.03;0.09;403.80;165.00;25002.53
16.75;66.29;0.08;421.20;197.30;24984.30
17.22;64.29;0.08;435.30;182.10;25142.28
17.54;61.79;0.08;445.90;161.40;25008.61
17.55;60.22;0.08;451.60;155.70;25476.46
17.59;58.78;0.08;458.30;167.60;25749.87
17.64;58.51;0.09;465.80;187.80;31461.27
17.83;60.18;0.09;475.90;224.50;32166.08
18.15;60.05;0.08;476.20;236.80;32153.92
18.17;59.42;0.08;483.70;242.00;32117.47
18.35;57.45;0.08;491.60;247.70;31947.34
18.51;57.28;0.08;513.20;319.30;31929.11
18.78;55.48;0.08;428.40;308.20;31880.51
18.50;50.74;0.08;311.20;259.40;31698.23
18.46;51.71;0.08;206.20;190.50;31977.72
18.55;52.27;0.08;547.10;505.00;31819.75
18.97;51.50;0.08;530.70;514.30;31564.56
18.83;47.83;0.09;441.00;443.10;31327.59
18.75;48.67;0.08;461.60;483.10;30671.39
18.85;48.90;0.08;455.90;489.30;30950.89
18.58;50.03;0.09;396.50;425.70;30555.95
18.57;50.30;0.09;419.70;456.40;30549.87
18.74;49.90;0.09;406.00;450.20;30543.80
18.70;50.60;0.08;387.60;432.80;30179.24
18.53;51.57;0.08;338.60;377.20;30349.37
18.69;51.74;0.08;287.70;320.50;30197.47
18.85;51.07;0.08;329.80;371.50;29978.73
18.84;50.17;0.08;256.50;284.20;29577.72
18.70;50.20;0.09;266.50;295.40;29644.56
18.86;51.90;0.08;262.90;297.50;29583.80
18.59;51.77;0.09;232.50;264.60;29292.15
18.41;51.77;0.08;166.20;186.10;29760.00
18.06;52.90;0.08;88.70;93.60;29741.77
17.92;53.67;0.08;78.90;83.70;29972.66
17.90;54.01;0.08;87.10;98.20;30507.34
17.82;54.24;0.08;95.00;108.90;31582.78
17.90;53.91;0.09;103.30;122.20;33527.09
17.68;54.44;0.08;54.95;63.32;36194.43
17.51;54.41;0.08;40.60;44.74;38819.24
17.45;54.44;0.08;25.00;25.68;40180.25
17.17;56.17;0.08;15.92;16.05;40301.77
16.95;57.68;0.08;8.99;9.11;40763.54
16.71;58.95;0.08;4.00;4.06;40976.20
16.49;60.15;0.08;1.17;1.16;40727.09
16.48;60.21;0.08;0.14;0.18;41115.95
16.38;60.61;0.09;0.07;0.10;41431.90
16.21;61.38;0.08;0.06;0.09;41559.49
16.07;62.92;0.08;0.07;0.11;42039.49
15.95;63.32;0.08;0.06;0.09;42039.49
15.99;62.85;0.08;0.05;0.10;42033.42
16.24;62.42;0.08;0.06;0.08;41972.66
16.52;61.21;0.08;0.05;0.07;41960.51
16.31;62.22;0.08;0.06;0.14;41948.35
16.19;62.25;0.08;0.07;0.11;42598.48
16.33;60.98;0.08;0.05;0.13;42604.56
16.43;60.51;0.08;0.07;0.10;42355.44
16.16;62.02;0.08;0.04;0.09;42452.66
16.04;61.98;0.08;0.05;0.10;41255.70
16.04;61.11;0.08;0.04;0.10;41134.18
16.03;60.35;0.08;0.07;0.08;40678.48
16.08;59.58;0.08;0.07;0.10;40052.66
16.21;56.64;0.08;0.04;0.11;39530.13
16.24;56.38;0.09;0.05;0.12;38916.46
16.18;55.81;0.08;0.08;0.10;38849.62
16.62;51.80;0.08;0.07;0.09;38217.72
16.82;49.63;0.08;0.04;0.10;37452.15
16.77;49.83;0.08;0.04;0.13;37075.44
16.53;51.44;0.08;0.07;0.10;36115.44
16.30;52.40;0.08;0.07;0.10;35374.18
16.20;54.07;0.08;0.09;0.06;34335.19
16.03;55.74;0.08;0.07;0.11;33253.67
15.99;56.94;0.08;0.05;0.13;32202.53
16.07;57.14;0.08;0.10;0.09;31345.82
15.97;58.34;0.08;0.08;0.09;30434.43
15.83;58.64;0.08;0.07;0.08;29553.42
15.99;58.21;0.08;0.04;0.13;28666.33
16.48;56.68;0.08;0.06;0.11;28076.96
16.34;57.08;0.08;0.06;0.12;27694.18
16.15;57.84;0.08;0.04;0.11;24552.91
16.12;58.01;0.08;0.05;0.12;22839.49
16.22;57.94;0.08;0.08;0.11;22304.81
16.14;58.81;0.08;0.05;0.10;21849.11
16.11;58.81;0.08;0.06;0.13;21496.71
16.22;58.44;0.08;0.06;0.10;20603.54
16.21;57.78;0.08;0.05;0.09;20172.15
16.24;57.98;0.08;0.08;0.10;20147.85
16.10;58.74;0.08;0.04;0.09;19831.90
16.17;57.91;0.08;0.07;0.11;19588.86
16.29;57.18;0.08;0.07;0.10;19546.33
16.69;54.71;0.08;0.09;0.09;19224.30
16.78;52.87;0.08;0.05;0.07;19200.00
16.70;52.80;0.08;0.05;0.13;19175.70
16.84;51.67;0.08;0.05;0.14;19023.80
16.83;51.64;0.08;0.06;0.09;19011.65
16.67;52.27;0.08;0.05;0.13;18890.13
16.92;51.44;0.08;0.07;0.15;18944.81
17.09;50.23;0.08;0.06;0.10;19005.57
17.17;50.03;0.08;0.06;0.09;18902.28
17.16;49.83;0.08;0.06;0.14;19078.48
17.01;53.64;0.08;0.05;0.11;19443.04
16.54;56.94;0.08;0.06;0.14;19783.29
15.85;67.46;0.08;0.07;0.13;19971.65
14.21;76.40;0.08;0.06;0.18;20178.23
13.27;79.80;0.08;0.11;0.11;20172.15
12.68;83.40;0.08;0.10;0.15;20554.94
12.84;84.40;0.08;0.06;0.15;21466.33
13.68;82.40;0.07;0.07;0.16;22031.39
14.33;72.80;0.08;0.06;0.19;21946.33
14.69;70.10;0.08;0.04;0.14;21915.95
14.79;67.32;0.08;0.07;0.12;21751.90
14.69;68.12;0.08;0.08;0.15;21636.46
14.42;69.26;0.07;0.08;0.12;22973.16
14.40;69.23;0.08;0.08;0.18;23283.04
14.38;69.43;0.08;0.09;0.15;23167.59
14.46;68.26;0.08;0.08;0.13;23738.73
14.36;68.86;0.08;0.08;0.16;24322.03
13.47;80.80;0.08;0.07;0.22;24923.54
12.30;84.30;0.08;0.08;0.16;24905.32
12.04;85.40;0.08;0.07;0.20;22900.25
11.64;85.50;0.08;0.07;0.19;23708.35
11.63;85.00;0.07;0.08;0.18;24753.42
11.54;84.80;0.08;0.07;0.18;24382.78
11.31;84.80;0.08;0.10;0.16;23951.39
11.31;84.30;0.08;0.10;0.20;24249.11
11.52;83.80;0.08;0.12;0.26;24668.35
11.72;82.80;0.09;0.26;0.36;24826.33
11.80;82.50;0.08;0.64;0.72;25749.87
11.89;82.20;0.08;4.19;4.32;25780.25
11.88;82.10;0.08;9.59;9.88;26478.99
12.13;80.10;0.08;22.42;22.83;26977.22
12.37;76.40;0.08;43.94;44.74;27791.39
12.46;74.50;0.08;61.98;62.73;28514.43
12.57;71.80;0.08;67.26;68.22;28860.76
12.62;71.50;0.08;73.60;74.50;29194.94
12.72;70.90;0.08;75.50;76.70;30264.30
12.82;69.49;0.08;111.90;114.90;30610.63
12.86;68.66;0.08;97.40;100.60;31127.09
12.95;69.06;0.08;93.30;96.10;31601.01
12.90;70.20;0.08;124.30;127.90;31825.82
12.91;71.10;0.08;144.20;140.30;32342.28
12.85;70.20;0.08;135.70;141.60;32895.19
12.75;67.26;0.09;187.80;184.40;33107.85
12.85;65.19;0.08;288.30;245.70;33186.84
12.93;63.68;0.08;381.60;298.60;33533.16
13.10;63.75;0.08;377.40;309.40;34219.75
13.10;61.82;0.08;360.70;306.10;34620.76
12.85;60.81;0.08;230.20;206.90;34693.67
12.88;61.52;0.08;456.20;354.40;34560.00
12.97;62.38;0.09;309.10;262.30;34894.18
12.70;60.25;0.08;135.20;138.10;34948.86
12.61;57.91;0.08;145.00;149.70;35167.59
12.41;57.98;0.08;196.50;187.50;35216.20
12.39;56.91;0.08;176.10;172.70;35422.78
12.41;57.64;0.08;216.30;216.20;35173.67
12.60;56.84;0.08;200.30;183.90;34882.03
12.65;57.48;0.08;162.50;155.40;34894.18
12.55;57.68;0.08;107.90;99.10;35082.53
12.70;56.75;0.08;334.30;306.20;34863.80
13.15;52.24;0.08;555.10;548.90;34462.78
13.29;50.50;0.08;548.00;563.10;34007.09
13.21;47.33;0.08;465.30;484.30;33915.95
13.14;47.36;0.08;536.30;575.60;33654.68
13.11;48.93;0.08;405.70;430.30;33545.32
13.32;47.00;0.08;490.00;539.10;33332.66
13.34;47.16;0.08;445.00;493.60;33229.37
13.43;45.03;0.08;448.00;506.20;33253.67
13.64;42.96;0.09;437.60;498.40;32986.33
13.70;37.38;0.08;413.80;473.00;32591.39
13.73;38.75;0.08;395.30;454.50;32354.43
13.90;38.82;0.09;332.80;380.40;32378.73
14.16;38.79;0.08;349.90;404.10;32129.62
14.10;38.95;0.08;253.60;289.90;32287.59
13.70;40.82;0.09;100.40;108.10;32238.99
13.93;42.49;0.08;269.40;311.50;32396.96
13.66;42.02;0.08;139.80;157.70;32257.22
13.41;43.36;0.08;167.00;192.90;31965.57
13.37;44.36;0.09;169.90;200.10;31655.70
13.46;44.76;0.09;141.60;166.80;31965.57
13.37;47.96;0.09;124.80;149.20;32755.44
13.22;49.50;0.08;69.38;79.60;34371.65
12.98;51.00;0.08;70.80;83.10;36449.62
12.87;51.54;0.08;41.70;48.19;39536.20
12.84;52.50;0.08;44.75;54.93;41565.57
12.78;53.24;0.08;31.77;37.63;42987.34
12.48;55.17;0.08;14.68;15.47;43400.51
12.33;55.17;0.08;7.21;7.48;43807.59
12.11;55.54;0.08;3.17;3.28;43965.57
12.16;55.57;0.08;1.06;1.08;44044.56
12.22;54.77;0.08;0.21;0.20;43777.22
12.22;54.74;0.08;0.09;0.10;43947.34
12.42;54.21;0.08;0.03;0.14;43813.67
12.62;53.14;0.08;0.06;0.13;43436.96
12.62;53.91;0.08;0.03;0.11;43364.05
12.78;53.50;0.08;0.06;0.10;42963.04
12.76;53.34;0.08;0.07;0.13;42890.13
12.66;53.70;0.08;0.07;0.14;42647.09
12.34;56.11;0.08;0.06;0.12;42969.11
11.76;59.88;0.08;0.06;0.13;43151.39
11.60;60.78;0.08;0.07;0.09;42817.22
11.40;62.12;0.09;0.07;0.10;42738.23
11.61;61.68;0.08;0.06;0.09;42574.18
12.02;60.18;0.08;0.11;0.07;41972.66
12.31;58.24;0.08;0.03;0.11;38922.53
11.80;61.65;0.09;0.07;0.10;38533.67
11.60;62.45;0.09;0.06;0.08;37755.95
11.29;63.45;0.09;0.06;0.13;37063.29
11.23;64.12;0.09;0.07;0.11;36376.71
11.21;64.72;0.09;0.06;0.12;35896.71
11.04;65.42;0.09;0.06;0.12;35143.29
11.07;65.39;0.09;0.05;0.10;36145.82
10.90;66.02;0.09;0.06;0.13;36783.80
10.99;66.15;0.09;0.04;0.13;35671.90
11.02;65.79;0.09;0.04;0.12;35204.05
11.18;65.55;0.09;0.06;0.09;34231.90
11.11;65.19;0.09;0.04;0.13;33205.06
11.09;65.05;0.09;0.06;0.09;32220.76
11.19;64.85;0.09;0.06;0.12;31127.09
11.14;65.79;0.09;0.06;0.12;30294.68
10.72;68.36;0.08;0.07;0.17;29516.96
10.57;69.96;0.08;0.08;0.13;28362.53
10.42;71.30;0.08;0.06;0.13;27773.16
10.31;72.20;0.09;0.05;0.11;27232.41
10.34;72.20;0.08;0.05;0.13;26697.72
10.18;73.60;0.08;0.07;0.13;26223.80
10.19;73.70;0.09;0.05;0.12;25458.23
10.61;71.80;0.09;0.04;0.16;25148.35
10.81;68.39;0.08;0.07;0.16;24765.57
10.66;68.86;0.08;0.05;0.12;24303.80
10.49;69.56;0.09;0.07;0.09;24109.37
10.38;69.96;0.09;0.07;0.12;23325.57
10.37;70.20;0.09;0.04;0.16;23155.44
10.47;69.86;0.09;0.07;0.12;22924.56
10.79;67.69;0.09;0.08;0.12;22784.81
10.76;68.06;0.09;0.07;0.10;22833.42
10.85;67.42;0.09;0.09;0.11;22675.44
10.58;71.20;0.08;0.04;0.15;22444.56
10.13;73.40;0.08;0.06;0.13;22426.33
10.15;74.10;0.09;0.08;0.13;22420.25
10.30;73.70;0.09;0.05;0.16;22323.04
10.23;74.00;0.08;0.11;0.08;22262.28
10.46;73.10;0.08;0.06;0.11;21891.65
10.48;71.10;0.08;0.07;0.10;21934.18
10.22;72.60;0.09;0.06;0.12;21958.48
10.28;73.50;0.08;0.05;0.20;21751.90
10.04;75.60;0.08;0.09;0.12;21715.44
9.91;76.30;0.08;0.05;0.11;21666.84
10.06;76.10;0.09;0.05;0.13;21739.75
10.10;75.30;0.09;0.08;0.19;21721.52
10.07;74.70;0.08;0.11;0.11;21836.96
10.07;74.30;0.08;0.07;0.11;22177.22
10.29;73.70;0.08;0.05;0.11;22462.78
10.37;72.10;0.08;0.05;0.14;22432.41
10.31;72.30;0.08;0.08;0.10;22754.43
10.15;73.40;0.08;0.06;0.11;22821.27
10.00;73.60;0.08;0.05;0.12;23386.33
9.87;74.20;0.08;0.10;0.12;24273.42
9.68;76.20;0.08;0.06;0.15;24777.72
9.69;76.50;0.08;0.07;0.12;24996.46
9.65;76.30;0.08;0.07;0.12;25239.49
9.53;76.60;0.08;0.04;0.12;25446.08
9.45;77.60;0.08;0.06;0.10;25676.96
9.31;77.60;0.08;0.05;0.13;25306.33
9.35;78.10;0.08;0.07;0.12;25543.29
9.51;76.80;0.08;0.04;0.13;25652.66
9.40;76.60;0.08;0.06;0.13;25555.44
9.36;76.70;0.08;0.06;0.11;24947.85
9.37;76.50;0.08;0.06;0.11;24510.38
9.44;75.70;0.08;0.13;0.14;24492.15
9.38;75.70;0.08;0.76;0.76;25379.24
9.16;76.80;0.08;2.84;2.79;26114.43
9.19;77.40;0.08;7.35;7.16;26971.14
9.45;75.80;0.08;18.82;17.77;27226.33
9.41;75.30;0.08;57.23;54.94;27779.24
9.32;76.20;0.08;81.10;78.70;28259.24
9.52;75.90;0.09;104.40;102.50;29036.96
9.45;76.00;0.08;128.70;127.50;29225.32
9.41;76.30;0.09;154.10;153.30;29924.05
9.68;75.50;0.08;180.00;179.20;30331.14
10.00;73.40;0.08;208.20;207.10;30568.10
10.37;71.30;0.08;236.20;233.20;31139.24
10.64;69.08;0.08;263.00;256.20;31923.04
10.87;68.68;0.08;288.10;277.30;32609.62
11.16;69.08;0.08;314.30;281.30;32901.27
11.45;69.01;0.08;337.90;300.20;32767.59
11.77;67.65;0.08;361.90;325.40;33460.25
12.12;61.70;0.08;383.30;348.60;33836.96
12.38;59.07;0.09;403.40;364.80;33970.63
12.66;58.30;0.08;422.30;366.90;34450.63
12.89;56.83;0.08;441.20;386.50;34815.19
12.86;55.26;0.08;455.30;423.20;35325.57
13.10;55.73;0.08;467.80;418.60;35307.34
13.32;53.76;0.08;481.80;405.90;35276.96
13.39;52.52;0.09;494.30;402.80;35520.00
13.61;51.35;0.08;504.60;422.10;36006.08
13.71;52.39;0.09;514.50;449.80;36103.29
13.67;51.79;0.08;516.70;484.00;36358.48
